processo_numero;processo_ocorrencia 
8049973919;Não há Ocorrência para essa Solicitação
8049972617;Imoveis com Danos/Risco
8049969716;Imoveis com Danos/Risco
8049969520;Não há Ocorrência para essa Solicitação
8049968519;Não há Ocorrência para essa Solicitação
8049967217;Deslizamentos de Barreiras
8049967217;Não há Ocorrência para essa Solicitação
8049964516;Não há Ocorrência para essa Solicitação
8049959818;Não há Ocorrência para essa Solicitação
8049958320;Não há Ocorrência para essa Solicitação
8049957518;Não há Ocorrência para essa Solicitação
8049952716;Imoveis com Danos/Risco
8049950217;Não há Ocorrência para essa Solicitação
8049942020;Não há Ocorrência para essa Solicitação
8049937617;Muro com Danos
8049936619;Arvores em Risco
8049934720;Imoveis com Danos/Risco
8049927017;Arvores em Risco
8049925016;Não há Ocorrência para essa Solicitação
8049924117;Não há Ocorrência para essa Solicitação
8049923520;Imoveis com Danos/Risco
8049920617;Deslizamentos de Barreiras
8049919820;Não há Ocorrência para essa Solicitação
8049916920;Não há Ocorrência para essa Solicitação
8049911720;Não há Ocorrência para essa Solicitação
8049910017;Deslizamentos de Barreiras
8049909220;Imoveis com Danos/Risco
8049906019;Não há Ocorrência para essa Solicitação
8049902419;Desabamento Total de Obras de Contencao/Drenagem
8049900119;Desabamento Total de Obras de Contencao/Drenagem
8049894517;Não há Ocorrência para essa Solicitação
8049891620;Não há Ocorrência para essa Solicitação
8049881020;Não há Ocorrência para essa Solicitação
8049881017;Não há Ocorrência para essa Solicitação
8049878017;Arvores em Risco
8049876717;Não há Ocorrência para essa Solicitação
8049873817;Muro com Danos
8049866117;Não há Ocorrência para essa Solicitação
8049861818;Não há Ocorrência para essa Solicitação
8049854320;Não há Ocorrência para essa Solicitação
8049852719;Não há Ocorrência para essa Solicitação
8049850817;Não há Ocorrência para essa Solicitação
8049850419;Incendios
8049848019;Não há Ocorrência para essa Solicitação
8049846719;Deslizamentos de Barreiras
8049846719;Não há Ocorrência para essa Solicitação
8049845616;Não há Ocorrência para essa Solicitação
8049838618;Não há Ocorrência para essa Solicitação
8049830717;Não há Ocorrência para essa Solicitação
8049828416;Não há Ocorrência para essa Solicitação
8049825320;Não há Ocorrência para essa Solicitação
8049823020;Não há Ocorrência para essa Solicitação
8049823017;Não há Ocorrência para essa Solicitação
8049815618;Não há Ocorrência para essa Solicitação
8049813517;Não há Ocorrência para essa Solicitação
8049812920;Não há Ocorrência para essa Solicitação
8049809016;Não há Ocorrência para essa Solicitação
8049808117;Não há Ocorrência para essa Solicitação
8049805217;Deslizamentos de Barreiras
8049804418;Imoveis com Danos/Risco
8049799220;Imoveis com Danos/Risco
8049796118;Não há Ocorrência para essa Solicitação
8049791120;Não há Ocorrência para essa Solicitação
8049790716;Não há Ocorrência para essa Solicitação
8049788017;Não há Ocorrência para essa Solicitação
8049780818;Não há Ocorrência para essa Solicitação
8049777718;Não há Ocorrência para essa Solicitação
8049775816;Muro com Danos
8049775620;Imoveis com Danos/Risco
8049774017;Não há Ocorrência para essa Solicitação
8049773118;Não há Ocorrência para essa Solicitação
8049771017;Não há Ocorrência para essa Solicitação
8049767118;Não há Ocorrência para essa Solicitação
8049763817;Não há Ocorrência para essa Solicitação
8049760920;Imoveis com Danos/Risco
8049756117;Deslizamentos de Barreiras
8049752418;Arvores em Risco
8049746617;Deslizamentos de Barreiras
8049746617;Arvores em Risco
8049732716;Não há Ocorrência para essa Solicitação
8049730220;Não há Ocorrência para essa Solicitação
8049730217;Não há Ocorrência para essa Solicitação
8049722818;Imoveis com Danos/Risco
8049714720;Não há Ocorrência para essa Solicitação
8049713216;Arvores em Risco
8049710117;Não há Ocorrência para essa Solicitação
8049707017;Arvores em Risco
8049707017;Deslizamentos de Barreiras
8049700418;Não há Ocorrência para essa Solicitação
8049695220;Não há Ocorrência para essa Solicitação
8049695018;Não há Ocorrência para essa Solicitação
8049691720;Não há Ocorrência para essa Solicitação
8049686320;Arvores em Risco
8049684020;Não há Ocorrência para essa Solicitação
8049680119;Não há Ocorrência para essa Solicitação
8049677420;Não há Ocorrência para essa Solicitação
8049669120;Não há Ocorrência para essa Solicitação
8049666919;Não há Ocorrência para essa Solicitação
8049664818;Imoveis com Danos/Risco
8049664020;Não há Ocorrência para essa Solicitação
8049663516;Não há Ocorrência para essa Solicitação
8049663317;Arvores em Risco
8049662720;Não há Ocorrência para essa Solicitação
8049660420;Não há Ocorrência para essa Solicitação
8049657320;Não há Ocorrência para essa Solicitação
8049655020;Não há Ocorrência para essa Solicitação
8049642219;Não há Ocorrência para essa Solicitação
8049636816;Deslizamentos de Barreiras
8049636816;Não há Ocorrência para essa Solicitação
8049634317;Não há Ocorrência para essa Solicitação
8049633916;Não há Ocorrência para essa Solicitação
8049630016;Invasao de Terreno de Auxilio Moradia
8049623819;Não há Ocorrência para essa Solicitação
8049623018;Muro com Danos
8049616119;Não há Ocorrência para essa Solicitação
8049602417;Invasao de Terreno de Auxilio Moradia
8049598518;Desabamento Parcial Imoveis
8049583017;Deslizamentos de Barreiras
8049578219;Não há Ocorrência para essa Solicitação
8049576317;Não há Ocorrência para essa Solicitação
8049567218;Muro com Danos
8049562220;Muro com Danos
8049558318;Não há Ocorrência para essa Solicitação
8049557920;Muro com Danos
8049551216;Não há Ocorrência para essa Solicitação
8049551020;Não há Ocorrência para essa Solicitação
8049546720;Imoveis com Danos/Risco
8049545017;Deslizamentos de Barreiras
8049544616;Imoveis com Danos/Risco
8049541318;Não há Ocorrência para essa Solicitação
8049538218;Não há Ocorrência para essa Solicitação
8049537820;Imoveis com Danos/Risco
8049536316;Não há Ocorrência para essa Solicitação
8049532418;Não há Ocorrência para essa Solicitação
8049527919;Não há Ocorrência para essa Solicitação
8049518516;Arvores em Risco
8049516719;Desabamento Parcial Imoveis
8049504416;Não há Ocorrência para essa Solicitação
8049495118;Arvores em Risco
8049493719;Não há Ocorrência para essa Solicitação
8049488720;Não há Ocorrência para essa Solicitação
8049488319;Não há Ocorrência para essa Solicitação
8049483119;Arvores em Risco
8049465319;Não há Ocorrência para essa Solicitação
8049458017;Deslizamentos de Barreiras
8049456016;Deslizamentos de Barreiras
8049452217;Não há Ocorrência para essa Solicitação
8049446217;Arvores em Risco
8049442720;Não há Ocorrência para essa Solicitação
8049440019;Imoveis com Danos/Risco
8049434417;Não há Ocorrência para essa Solicitação
8049430917;Não há Ocorrência para essa Solicitação
8049426819;Arvores em Risco
8049426117;Arvores em Risco
8049418917;Deslizamentos de Barreiras
8049416617;Não há Ocorrência para essa Solicitação
8049414320;Arvores em Risco
8049410419;Não há Ocorrência para essa Solicitação
8049409020;Muro com Danos
8049405417;Não há Ocorrência para essa Solicitação
8049404820;Muro com Danos
8049401920;Imoveis com Danos/Risco
8049398820;Não há Ocorrência para essa Solicitação
8049396520;Não há Ocorrência para essa Solicitação
8049389920;Não há Ocorrência para essa Solicitação
8049386020;Imoveis com Danos/Risco
8049383918;Deslizamentos de Barreiras
8049366016;Imoveis com Danos/Risco
8049353417;Não há Ocorrência para essa Solicitação
8049351117;Não há Ocorrência para essa Solicitação
8049346419;Não há Ocorrência para essa Solicitação
8049332720;Imoveis com Danos/Risco
8049325017;Não há Ocorrência para essa Solicitação
8049324218;Deslizamentos de Barreiras
8049322120;Não há Ocorrência para essa Solicitação
8049321517;Muro com Danos
8049321517;Arvores em Risco
8049314920;Arvores em Risco
8049305818;Não há Ocorrência para essa Solicitação
8049301420;Não há Ocorrência para essa Solicitação
8049301019;Imoveis com Danos/Risco
8049298118;Deslizamentos de Barreiras
8049296918;Não há Ocorrência para essa Solicitação
8049292520;Não há Ocorrência para essa Solicitação
8049289420;Não há Ocorrência para essa Solicitação
8049289218;Não há Ocorrência para essa Solicitação
8049288419;Deslizamentos de Barreiras
8049287120;Não há Ocorrência para essa Solicitação
8049282017;Não há Ocorrência para essa Solicitação
8049277219;Não há Ocorrência para essa Solicitação
8049274720;Não há Ocorrência para essa Solicitação
8049273918;Não há Ocorrência para essa Solicitação
8049271618;Não há Ocorrência para essa Solicitação
8049268720;Não há Ocorrência para essa Solicitação
8049268518;Imoveis com Danos/Risco
8049263318;Não há Ocorrência para essa Solicitação
8049262920;Imoveis com Danos/Risco
8049261919;Muro com Danos
8049258316;Muro com Danos
8049257517;Arvores em Risco
8049254219;Não há Ocorrência para essa Solicitação
8049251319;Não há Ocorrência para essa Solicitação
8049248617;Não há Ocorrência para essa Solicitação
8049236618;Não há Ocorrência para essa Solicitação
8049229018;Não há Ocorrência para essa Solicitação
8049226018;Não há Ocorrência para essa Solicitação
8049225219;Deslizamentos de Barreiras
8049225219;Não há Ocorrência para essa Solicitação
8049223320;Não há Ocorrência para essa Solicitação
8049222518;Não há Ocorrência para essa Solicitação
8049219219;Invasao de Terreno de Auxilio Moradia
8049215017;Imoveis com Danos/Risco
8049211520;Muro com Danos
8049208420;Não há Ocorrência para essa Solicitação
8049205318;Não há Ocorrência para essa Solicitação
8049198519;Não há Ocorrência para essa Solicitação
8049198016;Imoveis com Danos/Risco
8049197220;Não há Ocorrência para essa Solicitação
8049197018;Imoveis com Danos/Risco
8049195017;Muro com Danos
8049188019;Não há Ocorrência para essa Solicitação
8049186719;Deslizamentos de Barreiras
8049186719;Não há Ocorrência para essa Solicitação
8049185420;Imoveis com Danos/Risco
8049179417;Não há Ocorrência para essa Solicitação
8049175917;Não há Ocorrência para essa Solicitação
8049173620;Não há Ocorrência para essa Solicitação
8049168220;Não há Ocorrência para essa Solicitação
8049164720;Não há Ocorrência para essa Solicitação
8049161817;Não há Ocorrência para essa Solicitação
8049160120;Imoveis com Danos/Risco
8049156019;Imoveis com Danos/Risco
8049154819;Não há Ocorrência para essa Solicitação
8049154316;Deslizamentos de Barreiras
8049149820;Imoveis com Danos/Risco
8049147520;Não há Ocorrência para essa Solicitação
8049147119;Deslizamentos de Barreiras
8049145220;Imoveis com Danos/Risco
8049143619;Deslizamentos de Barreiras
8049139919;Imoveis com Danos/Risco
8049123519;Imoveis com Danos/Risco
8049115617;Deslizamentos de Barreiras
8049100920;Não há Ocorrência para essa Solicitação
8049098420;Não há Ocorrência para essa Solicitação
8049095517;Não há Ocorrência para essa Solicitação
8049092620;Imoveis com Danos/Risco
8049090320;Não há Ocorrência para essa Solicitação
8049083717;Não há Ocorrência para essa Solicitação
